tag,patterns,responses
worthless, ,"[""It's only natural to feel this way. Tell me more. What else is on your mind?"", ""Let's discuss further why you're feeling this way."", 'I first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.', 'i first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.']"
worthless,u,"[""It's only natural to feel this way. Tell me more. What else is on your mind?"", ""Let's discuss further why you're feeling this way."", 'I first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.', 'i first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.']"
worthless,s,"[""It's only natural to feel this way. Tell me more. What else is on your mind?"", ""Let's discuss further why you're feeling this way."", 'I first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.', 'i first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.']"
worthless,e,"[""It's only natural to feel this way. Tell me more. What else is on your mind?"", ""Let's discuss further why you're feeling this way."", 'I first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.', 'i first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.']"
worthless,l,"[""It's only natural to feel this way. Tell me more. What else is on your mind?"", ""Let's discuss further why you're feeling this way."", 'I first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.', 'i first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.']"
worthless,e,"[""It's only natural to feel this way. Tell me more. What else is on your mind?"", ""Let's discuss further why you're feeling this way."", 'I first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.', 'i first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.']"
worthless,s,"[""It's only natural to feel this way. Tell me more. What else is on your mind?"", ""Let's discuss further why you're feeling this way."", 'I first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.', 'i first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.']"
worthless,s,"[""It's only natural to feel this way. Tell me more. What else is on your mind?"", ""Let's discuss further why you're feeling this way."", 'I first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.', 'i first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.']"
worthless,',"[""It's only natural to feel this way. Tell me more. What else is on your mind?"", ""Let's discuss further why you're feeling this way."", 'I first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.', 'i first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.']"
worthless,",","[""It's only natural to feel this way. Tell me more. What else is on your mind?"", ""Let's discuss further why you're feeling this way."", 'I first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.', 'i first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.']"
worthless, ,"[""It's only natural to feel this way. Tell me more. What else is on your mind?"", ""Let's discuss further why you're feeling this way."", 'I first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.', 'i first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.']"
worthless,',"[""It's only natural to feel this way. Tell me more. What else is on your mind?"", ""Let's discuss further why you're feeling this way."", 'I first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.', 'i first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.']"
worthless,N,"[""It's only natural to feel this way. Tell me more. What else is on your mind?"", ""Let's discuss further why you're feeling this way."", 'I first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.', 'i first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.']"
worthless,o,"[""It's only natural to feel this way. Tell me more. What else is on your mind?"", ""Let's discuss further why you're feeling this way."", 'I first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.', 'i first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.']"
worthless,t,"[""It's only natural to feel this way. Tell me more. What else is on your mind?"", ""Let's discuss further why you're feeling this way."", 'I first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.', 'i first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.']"
worthless,h,"[""It's only natural to feel this way. Tell me more. What else is on your mind?"", ""Let's discuss further why you're feeling this way."", 'I first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.', 'i first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.']"
worthless,i,"[""It's only natural to feel this way. Tell me more. What else is on your mind?"", ""Let's discuss further why you're feeling this way."", 'I first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.', 'i first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.']"
worthless,n,"[""It's only natural to feel this way. Tell me more. What else is on your mind?"", ""Let's discuss further why you're feeling this way."", 'I first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.', 'i first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.']"
worthless,g,"[""It's only natural to feel this way. Tell me more. What else is on your mind?"", ""Let's discuss further why you're feeling this way."", 'I first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.', 'i first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.']"
worthless, ,"[""It's only natural to feel this way. Tell me more. What else is on your mind?"", ""Let's discuss further why you're feeling this way."", 'I first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.', 'i first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.']"
worthless,m,"[""It's only natural to feel this way. Tell me more. What else is on your mind?"", ""Let's discuss further why you're feeling this way."", 'I first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.', 'i first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.']"
worthless,a,"[""It's only natural to feel this way. Tell me more. What else is on your mind?"", ""Let's discuss further why you're feeling this way."", 'I first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.', 'i first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.']"
worthless,k,"[""It's only natural to feel this way. Tell me more. What else is on your mind?"", ""Let's discuss further why you're feeling this way."", 'I first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.', 'i first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.']"
worthless,e,"[""It's only natural to feel this way. Tell me more. What else is on your mind?"", ""Let's discuss further why you're feeling this way."", 'I first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.', 'i first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.']"
worthless,s,"[""It's only natural to feel this way. Tell me more. What else is on your mind?"", ""Let's discuss further why you're feeling this way."", 'I first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.', 'i first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.']"
worthless, ,"[""It's only natural to feel this way. Tell me more. What else is on your mind?"", ""Let's discuss further why you're feeling this way."", 'I first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.', 'i first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.']"
worthless,s,"[""It's only natural to feel this way. Tell me more. What else is on your mind?"", ""Let's discuss further why you're feeling this way."", 'I first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.', 'i first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.']"
worthless,e,"[""It's only natural to feel this way. Tell me more. What else is on your mind?"", ""Let's discuss further why you're feeling this way."", 'I first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.', 'i first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.']"
worthless,n,"[""It's only natural to feel this way. Tell me more. What else is on your mind?"", ""Let's discuss further why you're feeling this way."", 'I first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.', 'i first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.']"
worthless,s,"[""It's only natural to feel this way. Tell me more. What else is on your mind?"", ""Let's discuss further why you're feeling this way."", 'I first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.', 'i first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.']"
worthless,e,"[""It's only natural to feel this way. Tell me more. What else is on your mind?"", ""Let's discuss further why you're feeling this way."", 'I first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.', 'i first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.']"
worthless, ,"[""It's only natural to feel this way. Tell me more. What else is on your mind?"", ""Let's discuss further why you're feeling this way."", 'I first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.', 'i first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.']"
worthless,a,"[""It's only natural to feel this way. Tell me more. What else is on your mind?"", ""Let's discuss further why you're feeling this way."", 'I first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.', 'i first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.']"
worthless,n,"[""It's only natural to feel this way. Tell me more. What else is on your mind?"", ""Let's discuss further why you're feeling this way."", 'I first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.', 'i first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.']"
worthless,y,"[""It's only natural to feel this way. Tell me more. What else is on your mind?"", ""Let's discuss further why you're feeling this way."", 'I first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.', 'i first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.']"
worthless,m,"[""It's only natural to feel this way. Tell me more. What else is on your mind?"", ""Let's discuss further why you're feeling this way."", 'I first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.', 'i first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.']"
worthless,o,"[""It's only natural to feel this way. Tell me more. What else is on your mind?"", ""Let's discuss further why you're feeling this way."", 'I first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.', 'i first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.']"
worthless,r,"[""It's only natural to feel this way. Tell me more. What else is on your mind?"", ""Let's discuss further why you're feeling this way."", 'I first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.', 'i first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.']"
worthless,e,"[""It's only natural to feel this way. Tell me more. What else is on your mind?"", ""Let's discuss further why you're feeling this way."", 'I first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.', 'i first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.']"
worthless,',"[""It's only natural to feel this way. Tell me more. What else is on your mind?"", ""Let's discuss further why you're feeling this way."", 'I first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.', 'i first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.']"
worthless,],"[""It's only natural to feel this way. Tell me more. What else is on your mind?"", ""Let's discuss further why you're feeling this way."", 'I first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.', 'i first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.']"
depressed,[,"[""It helps to talk about what's happening. You're going to be okay"", 'Talk to me. Tell me more. It helps if you open up yourself to someone else.', 'Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal.']"
depressed,"""","[""It helps to talk about what's happening. You're going to be okay"", 'Talk to me. Tell me more. It helps if you open up yourself to someone else.', 'Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal.']"
depressed,I,"[""It helps to talk about what's happening. You're going to be okay"", 'Talk to me. Tell me more. It helps if you open up yourself to someone else.', 'Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal.']"
depressed, ,"[""It helps to talk about what's happening. You're going to be okay"", 'Talk to me. Tell me more. It helps if you open up yourself to someone else.', 'Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal.']"
depressed,c,"[""It helps to talk about what's happening. You're going to be okay"", 'Talk to me. Tell me more. It helps if you open up yourself to someone else.', 'Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal.']"
depressed,a,"[""It helps to talk about what's happening. You're going to be okay"", 'Talk to me. Tell me more. It helps if you open up yourself to someone else.', 'Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal.']"
depressed,n,"[""It helps to talk about what's happening. You're going to be okay"", 'Talk to me. Tell me more. It helps if you open up yourself to someone else.', 'Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal.']"
depressed,',"[""It helps to talk about what's happening. You're going to be okay"", 'Talk to me. Tell me more. It helps if you open up yourself to someone else.', 'Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal.']"
depressed,t,"[""It helps to talk about what's happening. You're going to be okay"", 'Talk to me. Tell me more. It helps if you open up yourself to someone else.', 'Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal.']"
depressed, ,"[""It helps to talk about what's happening. You're going to be okay"", 'Talk to me. Tell me more. It helps if you open up yourself to someone else.', 'Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal.']"
depressed,t,"[""It helps to talk about what's happening. You're going to be okay"", 'Talk to me. Tell me more. It helps if you open up yourself to someone else.', 'Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal.']"
depressed,a,"[""It helps to talk about what's happening. You're going to be okay"", 'Talk to me. Tell me more. It helps if you open up yourself to someone else.', 'Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal.']"
depressed,k,"[""It helps to talk about what's happening. You're going to be okay"", 'Talk to me. Tell me more. It helps if you open up yourself to someone else.', 'Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal.']"
depressed,e,"[""It helps to talk about what's happening. You're going to be okay"", 'Talk to me. Tell me more. It helps if you open up yourself to someone else.', 'Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal.']"
depressed, ,"[""It helps to talk about what's happening. You're going to be okay"", 'Talk to me. Tell me more. It helps if you open up yourself to someone else.', 'Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal.']"
depressed,i,"[""It helps to talk about what's happening. You're going to be okay"", 'Talk to me. Tell me more. It helps if you open up yourself to someone else.', 'Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal.']"
depressed,t,"[""It helps to talk about what's happening. You're going to be okay"", 'Talk to me. Tell me more. It helps if you open up yourself to someone else.', 'Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal.']"
depressed, ,"[""It helps to talk about what's happening. You're going to be okay"", 'Talk to me. Tell me more. It helps if you open up yourself to someone else.', 'Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal.']"
depressed,a,"[""It helps to talk about what's happening. You're going to be okay"", 'Talk to me. Tell me more. It helps if you open up yourself to someone else.', 'Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal.']"
depressed,n,"[""It helps to talk about what's happening. You're going to be okay"", 'Talk to me. Tell me more. It helps if you open up yourself to someone else.', 'Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal.']"
depressed,y,"[""It helps to talk about what's happening. You're going to be okay"", 'Talk to me. Tell me more. It helps if you open up yourself to someone else.', 'Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal.']"
depressed,m,"[""It helps to talk about what's happening. You're going to be okay"", 'Talk to me. Tell me more. It helps if you open up yourself to someone else.', 'Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal.']"
depressed,o,"[""It helps to talk about what's happening. You're going to be okay"", 'Talk to me. Tell me more. It helps if you open up yourself to someone else.', 'Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal.']"
depressed,r,"[""It helps to talk about what's happening. You're going to be okay"", 'Talk to me. Tell me more. It helps if you open up yourself to someone else.', 'Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal.']"
depressed,e,"[""It helps to talk about what's happening. You're going to be okay"", 'Talk to me. Tell me more. It helps if you open up yourself to someone else.', 'Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal.']"
depressed,"""","[""It helps to talk about what's happening. You're going to be okay"", 'Talk to me. Tell me more. It helps if you open up yourself to someone else.', 'Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal.']"
depressed,",","[""It helps to talk about what's happening. You're going to be okay"", 'Talk to me. Tell me more. It helps if you open up yourself to someone else.', 'Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal.']"
depressed, ,"[""It helps to talk about what's happening. You're going to be okay"", 'Talk to me. Tell me more. It helps if you open up yourself to someone else.', 'Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal.']"
depressed,',"[""It helps to talk about what's happening. You're going to be okay"", 'Talk to me. Tell me more. It helps if you open up yourself to someone else.', 'Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal.']"
depressed,I,"[""It helps to talk about what's happening. You're going to be okay"", 'Talk to me. Tell me more. It helps if you open up yourself to someone else.', 'Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal.']"
depressed, ,"[""It helps to talk about what's happening. You're going to be okay"", 'Talk to me. Tell me more. It helps if you open up yourself to someone else.', 'Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal.']"
depressed,a,"[""It helps to talk about what's happening. You're going to be okay"", 'Talk to me. Tell me more. It helps if you open up yourself to someone else.', 'Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal.']"
depressed,m,"[""It helps to talk about what's happening. You're going to be okay"", 'Talk to me. Tell me more. It helps if you open up yourself to someone else.', 'Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal.']"
depressed, ,"[""It helps to talk about what's happening. You're going to be okay"", 'Talk to me. Tell me more. It helps if you open up yourself to someone else.', 'Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal.']"
depressed,s,"[""It helps to talk about what's happening. You're going to be okay"", 'Talk to me. Tell me more. It helps if you open up yourself to someone else.', 'Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal.']"
depressed,o,"[""It helps to talk about what's happening. You're going to be okay"", 'Talk to me. Tell me more. It helps if you open up yourself to someone else.', 'Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal.']"
depressed, ,"[""It helps to talk about what's happening. You're going to be okay"", 'Talk to me. Tell me more. It helps if you open up yourself to someone else.', 'Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal.']"
depressed,d,"[""It helps to talk about what's happening. You're going to be okay"", 'Talk to me. Tell me more. It helps if you open up yourself to someone else.', 'Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal.']"
depressed,e,"[""It helps to talk about what's happening. You're going to be okay"", 'Talk to me. Tell me more. It helps if you open up yourself to someone else.', 'Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal.']"
depressed,p,"[""It helps to talk about what's happening. You're going to be okay"", 'Talk to me. Tell me more. It helps if you open up yourself to someone else.', 'Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal.']"
depressed,r,"[""It helps to talk about what's happening. You're going to be okay"", 'Talk to me. Tell me more. It helps if you open up yourself to someone else.', 'Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal.']"
depressed,e,"[""It helps to talk about what's happening. You're going to be okay"", 'Talk to me. Tell me more. It helps if you open up yourself to someone else.', 'Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal.']"
depressed,s,"[""It helps to talk about what's happening. You're going to be okay"", 'Talk to me. Tell me more. It helps if you open up yourself to someone else.', 'Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal.']"
depressed,s,"[""It helps to talk about what's happening. You're going to be okay"", 'Talk to me. Tell me more. It helps if you open up yourself to someone else.', 'Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal.']"
depressed,e,"[""It helps to talk about what's happening. You're going to be okay"", 'Talk to me. Tell me more. It helps if you open up yourself to someone else.', 'Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal.']"
depressed,d,"[""It helps to talk about what's happening. You're going to be okay"", 'Talk to me. Tell me more. It helps if you open up yourself to someone else.', 'Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal.']"
depressed,',"[""It helps to talk about what's happening. You're going to be okay"", 'Talk to me. Tell me more. It helps if you open up yourself to someone else.', 'Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal.']"
depressed,",","[""It helps to talk about what's happening. You're going to be okay"", 'Talk to me. Tell me more. It helps if you open up yourself to someone else.', 'Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal.']"
depressed, ,"[""It helps to talk about what's happening. You're going to be okay"", 'Talk to me. Tell me more. It helps if you open up yourself to someone else.', 'Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal.']"
depressed,"""","[""It helps to talk about what's happening. You're going to be okay"", 'Talk to me. Tell me more. It helps if you open up yourself to someone else.', 'Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal.']"
depressed,I,"[""It helps to talk about what's happening. You're going to be okay"", 'Talk to me. Tell me more. It helps if you open up yourself to someone else.', 'Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal.']"
depressed, ,"[""It helps to talk about what's happening. You're going to be okay"", 'Talk to me. Tell me more. It helps if you open up yourself to someone else.', 'Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal.']"
depressed,t,"[""It helps to talk about what's happening. You're going to be okay"", 'Talk to me. Tell me more. It helps if you open up yourself to someone else.', 'Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal.']"
depressed,h,"[""It helps to talk about what's happening. You're going to be okay"", 'Talk to me. Tell me more. It helps if you open up yourself to someone else.', 'Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal.']"
depressed,i,"[""It helps to talk about what's happening. You're going to be okay"", 'Talk to me. Tell me more. It helps if you open up yourself to someone else.', 'Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal.']"
depressed,n,"[""It helps to talk about what's happening. You're going to be okay"", 'Talk to me. Tell me more. It helps if you open up yourself to someone else.', 'Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal.']"
depressed,k,"[""It helps to talk about what's happening. You're going to be okay"", 'Talk to me. Tell me more. It helps if you open up yourself to someone else.', 'Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal.']"
depressed, ,"[""It helps to talk about what's happening. You're going to be okay"", 'Talk to me. Tell me more. It helps if you open up yourself to someone else.', 'Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal.']"
depressed,i,"[""It helps to talk about what's happening. You're going to be okay"", 'Talk to me. Tell me more. It helps if you open up yourself to someone else.', 'Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal.']"
depressed,',"[""It helps to talk about what's happening. You're going to be okay"", 'Talk to me. Tell me more. It helps if you open up yourself to someone else.', 'Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal.']"
depressed,m,"[""It helps to talk about what's happening. You're going to be okay"", 'Talk to me. Tell me more. It helps if you open up yourself to someone else.', 'Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal.']"
depressed, ,"[""It helps to talk about what's happening. You're going to be okay"", 'Talk to me. Tell me more. It helps if you open up yourself to someone else.', 'Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal.']"
depressed,d,"[""It helps to talk about what's happening. You're going to be okay"", 'Talk to me. Tell me more. It helps if you open up yourself to someone else.', 'Sometimes when we are depressed, it is hard to care about anything. It can be hard to do the simplest of things. Give yourself time to heal.']"
